"State_FIPS_Code","Group_Code","State","AGroup","Civilian_non_inst_population","ANumber","Percent_of_population","NumberEmployed","Pop_Employed","NumberUnemployed","RateUnemplo"
"21","10","KENTUCKY","Asian","63","34","54.6","33","51.7","2","5.3"
"21","13","KENTUCKY","Hispanic or Latino ethnicity","97","66","68.4","61","63.2","5","7.6"
"21","14","KENTUCKY","Hispanic or Latino ethnicity, men","54","43","79.3","40","73.9","3","6.8"
"21","16","KENTUCKY","Married men, spouse present","873","586","67.2","565","64.7","22","3.7"
"21","17","KENTUCKY","Married women, spouse present","888","491","55.3","471","53","20","4.1"
"21","18","KENTUCKY","Women who maintain families","216","128","59.4","119","55","9","7.4"
"21","19","KENTUCKY","Total, 16 to 19 years","202","76","37.7","58","28.8","18","23.5"
"21","20","KENTUCKY","Total, 20 to 24 years","331","239","72.3","210","63.5","29","12.1"
"21","21","KENTUCKY","Total, 25 to 34 years","553","436","78.8","408","73.8","27","6.3"
"21","22","KENTUCKY","Total, 35 to 44 years","528","404","76.6","380","72","24","5.9"
"21","23","KENTUCKY","Total, 45 to 54 years","601","429","71.4","413","68.6","16","3.8"
"21","24","KENTUCKY","Total, 55 to 64 years","584","321","54.9","309","53","11","3.5"
"21","25","KENTUCKY","Total, 65 years and over","626","102","16.3","98","15.6","4","4.1"
"21","26","KENTUCKY","Men, 16 to 19 years","103","36","34.8","26","25.7","9","26.1"
"21","27","KENTUCKY","Men, 20 to 24 years","154","119","77","101","65.3","18","15.2"
"21","28","KENTUCKY","Men, 25 to 34 years","269","233","86.6","217","80.7","16","6.8"
"21","29","KENTUCKY","Men, 35 to 44 years","270","224","82.8","210","77.6","14","6.3"
"21","30","KENTUCKY","Men, 45 to 54 years","296","225","75.8","215","72.5","10","4.3"
"21","31","KENTUCKY","Men, 55 to 64 years","275","155","56.5","150","54.6","5","3.5"
"21","32","KENTUCKY","Men, 65 years and over","282","56","20","54","19.2","2","3.9"
"21","33","KENTUCKY","Women, 16 to 19 years","99","40","40.6","32","32.1","8","21.1"
"21","34","KENTUCKY","Women, 20 to 24 years","177","121","68.3","110","62","11","9.1"
"21","35","KENTUCKY","Women, 25 to 34 years","284","203","71.4","191","67.4","11","5.7"
"21","36","KENTUCKY","Women, 35 to 44 years","257","180","70","170","66.2","10","5.4"
"21","37","KENTUCKY","Women, 45 to 54 years","305","204","67.1","198","64.9","7","3.3"
"21","38","KENTUCKY","Women, 55 to 64 years","310","165","53.4","159","51.5","6","3.6"
"21","39","KENTUCKY","Women, 65 years and over","344","45","13.2","43","12.6","2","4.3"
"21","40","KENTUCKY","White, 16 to 19 years","175","68","38.7","52","29.7","16","23.3"
"21","41","KENTUCKY","White, 20 to 24 years","282","204","72.2","179","63.5","25","12.1"
"21","42","KENTUCKY","White, 25 to 34 years","470","376","79.9","353","75.1","22","6"
"21","43","KENTUCKY","White, 35 to 44 years","460","353","76.7","332","72.2","21","5.9"
"21","44","KENTUCKY","White, 45 to 54 years","545","390","71.5","376","69","14","3.6"
"21","45","KENTUCKY","White, 55 to 64 years","533","293","54.9","285","53.4","8","2.7"
"21","46","KENTUCKY","White, 65 years and over","583","93","15.9","89","15.2","4","4"
"21","49","KENTUCKY","Black or African American, 25 to 34 years","55","42","76","37","68.1","4","10.4"
"21","50","KENTUCKY","Black or African American, 35 to 44 years","47","38","81.3","35","74.9","3","7.9"
"21","51","KENTUCKY","Black or African American, 45 to 54 years","46","32","70.2","30","65.1","2","7.3"
"22","1","LOUISIANA","Total","3551","2159","60.8","2021","56.9","138","6.4"
"22","2","LOUISIANA","Men","1688","1160","68.7","1084","64.2","76","6.5"
"22","3","LOUISIANA","Women","1863","999","53.6","937","50.3","62","6.2"
"22","4","LOUISIANA","White","2336","1459","62.5","1393","59.6","67","4.6"
"22","5","LOUISIANA","White, men","1139","822","72.2","784","68.9","38","4.6"
"22","6","LOUISIANA","White, women","1197","637","53.2","608","50.8","29","4.5"
"22","7","LOUISIANA","Black or African American","1083","619","57.2","556","51.3","64","10.3"
"22","8","LOUISIANA","Black or African American, men","483","291","60.2","257","53.3","33","11.4"
"22","9","LOUISIANA","Black or African American, women","600","329","54.8","298","49.7","31","9.3"
"22","10","LOUISIANA","Asian","61","41","66.7","41","66.4","-3","0.5"
"22","13","LOUISIANA","Hispanic or Latino ethnicity","165","124","75.4","114","68.9","11","8.5"
"22","14","LOUISIANA","Hispanic or Latino ethnicity, men","92","82","89.6","77","83.6","5","6.7"
"22","15","LOUISIANA","Hispanic or Latino ethnicity, women","73","42","57.4","37","50.5","5","12.1"
"22","16","LOUISIANA","Married men, spouse present","840","609","72.6","597","71","13","2.1"
"22","17","LOUISIANA","Married women, spouse present","808","453","56","437","54","16","3.5"
"22","18","LOUISIANA","Women who maintain families","314","189","60.3","172","54.6","18","9.4"
"22","19","LOUISIANA","Total, 16 to 19 years","227","73","32.1","57","25.3","15","21.2"
"22","20","LOUISIANA","Total, 20 to 24 years","377","273","72.4","242","64.2","31","11.3"
"22","21","LOUISIANA","Total, 25 to 34 years","621","500","80.5","462","74.3","38","7.7"
"22","22","LOUISIANA","Total, 35 to 44 years","534","416","77.8","395","73.9","21","5.1"
"22","23","LOUISIANA","Total, 45 to 54 years","607","452","74.5","437","72.1","15","3.3"
"22","24","LOUISIANA","Total, 55 to 64 years","561","343","61.2","328","58.5","15","4.5"
"22","25","LOUISIANA","Total, 65 years and over","624","102","16.4","100","16.1","2","1.9"
"22","27","LOUISIANA","Men, 20 to 24 years","181","142","78.8","122","67.6","20","14.2"
"22","28","LOUISIANA","Men, 25 to 34 years","307","266","86.7","244","79.4","23","8.5"
"22","29","LOUISIANA","Men, 35 to 44 years","263","230","87.4","221","84.3","8","3.6"
"22","30","LOUISIANA","Men, 45 to 54 years","292","235","80.6","226","77.6","9","3.8"
"22","31","LOUISIANA","Men, 55 to 64 years","276","191","69.2","184","66.5","8","3.9"
"22","32","LOUISIANA","Men, 65 years and over","265","60","22.5","59","22.1","1","1.8"
"22","34","LOUISIANA","Women, 20 to 24 years","196","130","66.4","119","61","11","8.2"
"22","35","LOUISIANA","Women, 25 to 34 years","314","234","74.4","218","69.4","16","6.7"
"22","36","LOUISIANA","Women, 35 to 44 years","272","186","68.6","174","63.9","13","6.9"
"22","37","LOUISIANA","Women, 45 to 54 years","315","217","68.8","211","67","6","2.7"
"22","38","LOUISIANA","Women, 55 to 64 years","284","152","53.4","144","50.7","8","5.1"
"22","39","LOUISIANA","Women, 65 years and over","359","43","11.8","42","11.6","1","2"
"22","40","LOUISIANA","White, 16 to 19 years","132","47","35.9","39","29.7","8","17.2"
"22","41","LOUISIANA","White, 20 to 24 years","218","169","77.2","153","70.2","15","9"
"22","42","LOUISIANA","White, 25 to 34 years","383","313","81.7","293","76.4","20","6.5"
"22","43","LOUISIANA","White, 35 to 44 years","356","283","79.4","274","76.9","9","3.1"
"22","44","LOUISIANA","White, 45 to 54 years","421","323","76.9","317","75.3","7","2"
"22","45","LOUISIANA","White, 55 to 64 years","376","249","66.1","241","64.2","7","2.9"
"22","46","LOUISIANA","White, 65 years and over","449","76","16.9","75","16.8","1","0.8"
"22","48","LOUISIANA","Black or African American, 20 to 24 years","146","95","65","80","55.2","14","15"
"22","49","LOUISIANA","Black or African American, 25 to 34 years","209","164","78.3","149","71.2","15","9"
"22","50","LOUISIANA","Black or African American, 35 to 44 years","152","112","73.8","100","65.9","12","10.8"
"22","51","LOUISIANA","Black or African American, 45 to 54 years","171","121","70.7","113","65.9","8","6.7"
"22","52","LOUISIANA","Black or African American, 55 to 64 years","165","84","50.8","76","46.1","8","9.2"
"22","63","LOUISIANA","Hispanic or Latino ethnicity, 25 to 34 years","56","48","85.9","42","75","6","12.8"
"23","1","MAINE","Total","1090","696","63.9","656","60.2","40","5.7"
"23","2","MAINE","Men","528","360","68.2","335","63.5","25","6.9"
"23","3","MAINE","Women","562","336","59.8","321","57.2","15","4.4"
"23","4","MAINE","White","1044","667","63.9","630","60.4","37","5.5"
"23","5","MAINE","White, men","506","346","68.3","322","63.7","23","6.7"
"23","6","MAINE","White, women","538","322","59.8","308","57.3","13","4.2"
"23","7","MAINE","Black or African American","12","8","66.9","7","59.8","1","10.7"
"23","16","MAINE","Married men, spouse present","285","203","71.2","197","69.1","6","3"
"23","17","MAINE","Married women, spouse present","278","175","63","170","61.2","5","2.8"
"23","18","MAINE","Women who maintain families","52","32","63.1","31","59.9","2","4.9"
"23","19","MAINE","Total, 16 to 19 years","56","26","47.3","22","39","5","17.6"
"23","20","MAINE","Total, 20 to 24 years","88","67","75.7","60","67.6","7","10.8"
"23","21","MAINE","Total, 25 to 34 years","148","122","82.3","112","75.8","10","7.8"
"23","22","MAINE","Total, 35 to 44 years","155","128","82.6","122","78.6","6","4.8"
"23","23","MAINE","Total, 45 to 54 years","190","153","80.8","146","77.2","7","4.5"
"23","24","MAINE","Total, 55 to 64 years","214","148","69.4","145","67.7","3","2.4"
"23","25","MAINE","Total, 65 years and over","238","51","21.4","49","20.6","2","3.5"
"23","26","MAINE","Men, 16 to 19 years","28","12","44.6","10","34.8","3","22.1"
"23","27","MAINE","Men, 20 to 24 years","43","34","77.9","29","67.1","5","13.9"
"23","28","MAINE","Men, 25 to 34 years","77","68","88.1","62","80.2","6","9"
"23","29","MAINE","Men, 35 to 44 years","75","63","84","58","78.2","4","6.8"
"23","30","MAINE","Men, 45 to 54 years","93","79","85.2","75","81.1","4","4.8"
"23","31","MAINE","Men, 55 to 64 years","105","77","73.4","75","71.4","2","2.7"
"23","32","MAINE","Men, 65 years and over","108","27","25.5","26","24.2","1","4.9"
"23","33","MAINE","Women, 16 to 19 years","28","14","49.9","12","43.1","2","13.6"
"23","34","MAINE","Women, 20 to 24 years","45","33","73.7","31","68.1","3","7.6"
"23","35","MAINE","Women, 25 to 34 years","72","54","76","51","71.1","3","6.4"
"23","36","MAINE","Women, 35 to 44 years","81","66","81.2","64","79","2","2.8"
"23","37","MAINE","Women, 45 to 54 years","97","74","76.6","71","73.4","3","4.2"
"23","38","MAINE","Women, 55 to 64 years","109","71","65.5","70","64.2","1","2"
"23","39","MAINE","Women, 65 years and over","131","24","18","23","17.7","-3","2"
"23","40","MAINE","White, 16 to 19 years","51","24","46.8","20","38.5","4","17.7"
"23","41","MAINE","White, 20 to 24 years","83","63","76.2","56","68","7","10.7"
"23","42","MAINE","White, 25 to 34 years","139","114","82.4","106","76.3","8","7.4"
"23","43","MAINE","White, 35 to 44 years","147","123","83.6","117","79.6","6","4.7"
"23","44","MAINE","White, 45 to 54 years","182","149","81.8","142","78.2","7","4.4"
"23","45","MAINE","White, 55 to 64 years","208","144","69.4","141","67.7","3","2.4"
"23","46","MAINE","White, 65 years and over","234","50","21.3","48","20.7","1","2.9"
"24","1","MARYLAND","Total","4684","3097","66.1","2918","62.3","179","5.8"
"24","2","MARYLAND","Men","2218","1595","71.9","1503","67.7","92","5.8"
"24","3","MARYLAND","Women","2465","1502","60.9","1415","57.4","87","5.8"
"24","4","MARYLAND","White","2836","1869","65.9","1781","62.8","88","4.7"
"24","5","MARYLAND","White, men","1381","1005","72.7","954","69.1","50","5"
"24","6","MARYLAND","White, women","1455","864","59.4","826","56.8","38","4.4"
"24","7","MARYLAND","Black or African American","1375","894","65","818","59.5","76","8.5"
"24","8","MARYLAND","Black or African American, men","616","418","67.9","383","62.2","35","8.3"
"24","9","MARYLAND","Black or African American, women","759","476","62.7","435","57.3","41","8.7"
"24","10","MARYLAND","Asian","339","239","70.6","233","68.6","7","2.8"
"24","11","MARYLAND","Asian, men","159","123","77.2","121","75.8","2","1.8"
"24","12","MARYLAND","Asian, women","180","117","64.7","112","62.3","4","3.9"
"24","13","MARYLAND","Hispanic or Latino ethnicity","389","293","75.3","276","71.1","16","5.6"
"24","14","MARYLAND","Hispanic or Latino ethnicity, men","192","166","86.6","155","80.6","11","6.9"
"24","15","MARYLAND","Hispanic or Latino ethnicity, women","197","126","64.3","122","61.7","5","3.9"
"24","16","MARYLAND","Married men, spouse present","1171","885","75.6","856","73.1","29","3.3"
"24","17","MARYLAND","Married women, spouse present","1151","722","62.8","696","60.5","27","3.7"
"24","18","MARYLAND","Women who maintain families","301","218","72.6","201","66.9","17","7.8"
"24","19","MARYLAND","Total, 16 to 19 years","288","86","29.9","66","22.8","20","23.7"
"24","20","MARYLAND","Total, 20 to 24 years","421","296","70.3","263","62.4","33","11.3"
"24","21","MARYLAND","Total, 25 to 34 years","838","702","83.7","657","78.3","45","6.4"
"24","22","MARYLAND","Total, 35 to 44 years","708","606","85.6","579","81.7","28","4.6"
"24","23","MARYLAND","Total, 45 to 54 years","809","676","83.6","657","81.1","20","2.9"
"24","24","MARYLAND","Total, 55 to 64 years","775","548","70.7","527","68","21","3.9"
"24","25","MARYLAND","Total, 65 years and over","844","182","21.6","170","20.2","12","6.6"
"24","26","MARYLAND","Men, 16 to 19 years","147","42","28.2","30","20.5","11","27.4"
"24","27","MARYLAND","Men, 20 to 24 years","200","150","75","131","65.6","19","12.5"
"24","28","MARYLAND","Men, 25 to 34 years","421","380","90.2","360","85.3","20","5.3"
"24","29","MARYLAND","Men, 35 to 44 years","333","311","93.5","298","89.4","13","4.3"
"24","30","MARYLAND","Men, 45 to 54 years","379","337","88.9","328","86.4","9","2.7"
"24","31","MARYLAND","Men, 55 to 64 years","365","274","74.9","263","71.9","11","4.1"
"24","32","MARYLAND","Men, 65 years and over","372","101","27.2","94","25.2","8","7.6"
"24","33","MARYLAND","Women, 16 to 19 years","141","44","31.6","35","25.2","9","20.3"
"24","34","MARYLAND","Women, 20 to 24 years","222","146","66.1","132","59.5","15","10"
"24","35","MARYLAND","Women, 25 to 34 years","417","322","77.1","297","71.2","25","7.7"
"24","36","MARYLAND","Women, 35 to 44 years","375","295","78.7","281","74.8","15","4.9"
"24","37","MARYLAND","Women, 45 to 54 years","430","339","78.9","329","76.5","10","3.1"
"24","38","MARYLAND","Women, 55 to 64 years","410","274","67","265","64.6","10","3.6"
"24","39","MARYLAND","Women, 65 years and over","471","81","17.2","77","16.2","4","5.4"
"24","40","MARYLAND","White, 16 to 19 years","146","48","32.9","40","27.3","8","17.2"
"24","41","MARYLAND","White, 20 to 24 years","234","173","74","160","68.5","13","7.5"
"24","42","MARYLAND","White, 25 to 34 years","485","411","84.7","388","80","23","5.5"
"24","43","MARYLAND","White, 35 to 44 years","387","333","86","318","82.3","14","4.3"
"24","44","MARYLAND","White, 45 to 54 years","466","396","85.1","387","83","10","2.5"
